,index,part,Annotations,Percent
23,2474,"The location can be a little aggravating getting into from the direction I come from my only real complaint what's the hotel was extremely hot in the lobby and then the hallways the staff was very friendly though the best part about this stay was I was able to walk two SunTrust Park overall a nice hotelDear V4564NVpatrickl, WOW! Thank you for all of your compliments. I have shared your review with my staff just to show them how important everyone on the team is to creating a great guest experience. We are definitely looking forward to your next visit to Atlanta!Tremeil BooneAssistant Manager",1,1.0
24,3514,We loved the elaborate library and the bar. I found this atmosphere great. It is simply an amazing finish out of old brewery and industrial sp,1,0.5966386554621849
25,9103,We had a fantastic time at the new SpringHill Suites San Diego Bayfront... Spectacular views from our high floor thanks to Tesara at the front desk who lavished us on our 43rd anniversary with a high Bay Fr,1,0.3984526112185687
26,3913,"I don't even know where to begin with. I am totally disgusted with the entire experience. My nightmare began as soon as I reach the hotel and find out that my room (which was requested over the phone and confirmed by the front desk staff) was not available. I was given only 2 options, so had to settle for one. The property is filthy, dirty, stains everywhere from carpet, sofa, chai",1,0.2
27,5936,"Loved everything about this place. The service, grounds, room, restaurant, bar/lounge, food was all wonderful. Was really nice having a van that dropped off and picked up from airport, train st",1,0.1997929606625259
28,5094,"Traveling on I-80 we found Countryside . . and glad we did! Clean large rooms, comfy beds and pillows. Quiet too! Great l",1,0.3980263157894737
29,3030,"We have stayed at the Holiday Inn Bayside many times before taking cruises. Always clean, great staff and Anthony's Sea Food Grotto across the street. Large rooms as well. The shuttle drivers",1,0.799163179916318
30,7719,Stayed at Fairfield Inn And Suites Mothers Day Weekend 2017. We had finished a cruise in Miami and wanted to drive to the keys. Location was great for a one day drive to Keys. Our room wasn't ready but the manager gave us free shuttle to downtown. Beautiful pool but we didn't use it because we wanted to tour Key West. Shuttle took us right downtown. We explored Key West and had dinner. Enjoyed the sunset and took the shuttle back to the hotel. Recommend shuttle as there is no parking downtown. Great breakfast that was included. Easy checkout next day ,1,0.5995694294940797
31,4572,"The motel was very clean. Good breakfast selection. Scrambled eggs, sausage patties, waffles, 4 types of cereals, fruit cups, fresh apples and oranges, bread, bagels, english muffins, mini muffins, danishes, yogurt. Juice, water, milk, coffee and tea. The room was nice and clean. Pets stay...MoreDear Sherryabal: We would like to thank you for taking the time to complete our online survey. Feedback from our guests is very important to us and your input helps with our continuing efforts to provide excellent service and a great stay. Thank you so...More",1,1.0
32,3033,"Old motel style , recently remodelated but dirty, stinky , stains in the linnens, 1000 year old mattress , expensive ,just not worth it .Dear recent guest,I'm sorry to read your review and hear that you did not enjoy your stay in one of our poolside/putting green area rooms. Although these are only 2-story buildings with exterior access, most of our guests enjoy the patios and balconies these rooms have overlooking the golf putting green or the swimming pool. There are, however, 2 rooms in those buildings that do not have a balcony. I would like to follow up on your stay to check the room and check the mattress. All of our rooms throughout the entire hotel had new premium, Sealy Celestial Plush mattresses put in them, so I would like to go in and check your mattress to see if it needs replacing. I have also forwarded your comments regarding the linens to our Executive Housekeeper. I would really apprec",1,0.7998251748251748
33,5136,Typical Ritz Carlton high standard of excellence. Had a deluxe king room on a high floor facing the park. Very attentive staff and high quality bedding,1,0.5968379446640316
34,3844,This was a lovely place with spacious rooms and gorgeous views of the ocean from our balcony. Room was spacious and clean. The manager (owner) Penny went above and beyond to make sure we enjoyed ourselves and we cannot thank her enough. Lots of yummy spots to eat less t,1,0.7988165680473372
35,3771,The Columbus Hotel is in a perfect position if you are visiting San Francisco. If you stay here you are very close to all the the city has to offer. I found the staff very friendly and welcoming. The hotel is clean but could do with being updated a little.,1,0.5995316159250585
36,5440,"I say it's the real deal because the place lives up to the positive reviews I read before staying here about two weeks ago. I travel to Miami about 6 to 8 times a year to visit family and I feel like I'm becoming an expert on where to stay for what. Technically, you could stay at this hotel and never leave the immediate area, and be okay. The place is clean, new, well kept, relaxing, with a friendly staff. The bathroom is pretty excellent and the room I was in felt enormous. (bathrobes included btw) The pool looked great, but it rained when I was there. I also saw a lot of space to lounge around outside if the weather permitted. Because of the design, architecture and foliage, when you're in the motel, you feel like you're in a private spot. You can't really see out which is nice. This helps create an atmosphere. If you venture outside the grounds, there's plenty of small restaurants within walking distance: the place is on a block with at least 5 restaurants to the south. To the north, things are waiting to be updated including 2 other motels. I think when they are done, this area will really come alive.I parked for free, which is hard to find in Miami. The neighborhood was safe, so I ordered from a few restaurants online and walked to pick up food. They were working on an onsite diner which I think would complete the whole experience when done. Location-wise, it's subjective. It's kind ",1,0.5996600084997875
37,5916,"Wonderful location ..... walking distance to shops restaurants trolly and train stations. Great staff, Vanessa at front desk and shuttle driver Rudy were exceptional. Lovely grounds and room very nice. Told everyone I know about our trip and planning another soon. Only drawback is parking limited but with train and trolley being only a couple of blocks walk away dont really need a rental.Thank you for recommending Best Western Plus Hacienda Hotel Old Town to friends and family! Your experience reflects that exceptional hospitality goals we strive for. Vanessa and Rudy will both receive recognition for providing great service! Im also happ",0,0.5992578849721707
38,6674,Yatch harbor be has a very nice location across from harbor. Located conviently close walking distance to restaurants grocer etc. Quiet rooms surprised me. Disappointed that pool was close,1,0.8
39,5261,"I recently stayed at the Sheraton for about four days to enjoy the parks and Orlando. I have to say my stay was perfect. Eimy was just wonderful, she printed out all the directions for me and my family and answered all my questions. Every time I needed something she was right there to help. Eimy was truly the face of The Sheraton during my stay!! :)",0,1.0
40,5936,"Loved everything about this place. The service, grounds, room, restaurant, bar/lounge, food was all wonderful. Was really nice having a van that dropped off and picked up from airport, train station and ferry terminal. It was great to just walk down the street and you were right in Old Town with all the shops and restaurant.Thank you for highlighting the service, rooms, restaurant and the beauty of our grounds as the reasons you gave us a glowing review. One of the most complimented features of the hotel is the grounds! For those planning a visit, Ill add this descriptions. There are several patio areas with tables and chairs, fountains and blooming bougainvillea and succulents. The hotels walkways are accented with beautiful tiles. The hotel is terraced giving it an even more romantic feeling. We hope your travels bring you back again this year. The holidays are a special time to be in Old Town if you can make it! Regards,Ryan AguinaldoGeneral Manager",1,1.0
41,9521,I stayed for 22 days I'd stay longer. Friendly staff. Great Security. They watch out 4 their guests. Room is beautiful,1,0.5959595959595959
42,4915,"Everyone, from Rebecca at check-in, Deborah at check-out, the ladies during breakfast (I didn't get their names) and Carlos from maintenance were more than accommodating, super friendly and pleasant. They made sure we got what we needed and the adjoining rooms we needed were prov",1,0.19943019943019943
43,3337,Absolutely excellent hotel to stay at! I was not at all comfortable sleeping in the waiting room at the hospital while my hus,1,0.3993610223642173
44,1609,"The most important thing in Arizona is a SUPER LARGE AIR CONDITIONER. This American, Locally owned and operated inn, has everything you co",2,0.3976945244956772
45,4585,We stay at this hotel every time we have to take our adult daughter to her doctor appointments in Ma,1,0.3968253968253968
46,9709,"The plus of this place is doubtless the location: in front of Disney parks entrance, just on the other side of the road!!Concerning the structure itself, interaction with the staff has been surely positive, all the people we met were really nice with us, but this is where positive aspects unfortunately stops...Rooms are old (bed",1,0.5989110707803993
47,7242,We chose the Junior Spa Suite which was spacious luxurious and very comfortable. The hotel is on Duval Street but in a quiet part and we had no problem sleeping. The rooms are around the pool area which,2,0.7984189723320159
48,4912,"I stayed in room 336 for the weekend. Nice quiet room away from elevators ice machines. Since it's near the end of the hall, not much walk by traffic either. Besides the usual guest room door closing I didn't notice any noise from either side. As a woman traveling alone I felt completely safe at the Hilton. The fire pits were fun at night, the bartender was really nice along with the rest of the staff it made for a relaxing stay. I would also like to thank the Hilton for providing a dedicated, well lite smoking area for those of us who still do. Thanks Hilton!Please accept my appreciation for your wonderful feedback regarding your recent stay at the Hilton Garden Inn Orlando Airpo",1,0.5996518711923412
49,3496,"We were extremely impressed with every detail, the decor, the service, and the everything all encompassing. I would highly recommend this hotel to others. Also",1,0.5977443609022557
50,9966,"This was a great experience friendly check in, clean and comfortable room. Very well maintained Hotel. Breakfast was a good breakfast",1,0.19910179640718562
51,5288,"I stayed at the hotel back in March and I was extremely happy with the service and location of the Hotel. Let me say the location of the hotel its perfectl, located less than two miles from the airport. I was greeted by Yomarie at the front desk, she was extremely nice and made me feel like I was home. The rooms are very spacious for being a smaller hotel and service is great in general. Ill definitely come back to this hotel.",1,1.0
52,9313,"My family and I stayed at this hotel for 3 nights and had a wonderful stay. Our trip started off with the lady who picked us up at the airport, she kind and courteous. Our room was clean and well maintained for the entire s",1,0.39892665474060823
53,6916,Chose this hotel as it was within walking distance to my conference and because of the great price. I was happy to find it only 3-4 blocks easy walk down to the water and a walk along the harbor. Little Italy was a block away as well. Great food and sights within easy reach. Breakfast included with the room is always a plus for me. Room,1,0.4
54,7647,"The overall hotel was clean. The staff was friendly. The breakfast was good. About a 7 minute drive to the Dallas Convention Center. Would recommend this hotel as a good place to stay. We will stay here again if in the area.Greetings Thank you very much for taking the time to review our property.Your input, and the feedback from a",1,0.5992779783393501
55,6324,Hosted my husband and son's birthday celebration at The Pearl during brunch-- kids and adults alike had a blast.,1,0.2
56,8338,"We enjoyed our stay at the Hampton Inn in Bremerton. The room was clean, comfortable and quiet. the service staff were very friendly and the breakfast was first rate. This is the third time I have stayed there and I would stay there again.",1,1.0
57,2065,"This hotel was a blessing to our family. The rooms were clean, the beds were comfortable and the breakfast amazing. The staff was kind, and hel",1,0.19972067039106145
58,8748,"There are two different sections to this hotel: the nice part, called The Chelsea, and the not so nice part, called ",1,0.2
59,7482,"Stayed for 5 days. Upon seeing the place I was a bit taken aback. Sign not really visible. Check-in was smooth. Our room was on the second floor, no elevator, but we had a ton of stuff to lug up and down. The paint on the building was minimal. Poo",1,0.7993527508090615
60,9833,"A beautiful luxury property with all amenities and great eateries on-site. A courteous hotel staff makes for a wonderful stay. A heathy breakfast is offered for a reasonable cost in the restaurant, which turns into a great venue for dinner and drinks in the evening. The location is prime for lovers of all attractions.Dear 232indraneels, Thank you for choosing to stay at t",1,0.5993589743589743
61,1293,"Friendly, clean and very well appointed. Could not ask for more. Although we did not dine there, the food looked excellent as well. Great coffee in the morning. Will definetly return and recommend to friends!",1,1.0
62,1798,"I have stayed at this hotel before without any problems. I am a Marriott Platinum member, so I always get placed on the Concierge floor. This time the hotel checked me into Room 420 on the top floor. When it was time to go to bed, I found the bed to be HARD AS A ROCK. I was used to the luxurious Marriott Beds (they sell the mattresses), but this thing was impossible. It was late and I ended up sleeping on the Duvet Cover for some padding. When I reported this they said they would take care of it. The next day after work (after getting little sleep the night before), I tested the bed. Another very thin pad had been placed on the bed. I had had it. I called the Manager to come to the room and housekeeping. The housekeeper was fantastic. She knew just want to do. While she was padding my mattress I noticed something unusual. The ",1,0.4
63,3695,"I'll start with the bad and then get to the good : ) The trip started a little rocky... we had booked a lakefront suite over three months earlier, confirmed booking, and asked for verification of room and",1,0.6
64,197,"This was a terrible experience our room had nats and spiders in it. It smelled and the Air conditioned was filthy and did not work. It was disgusting and in need of renovation. I needed a new room and they did not want to accommodate me wanted to send maintenance, No way I already was late for our tour. After about 40 minutes they sent the manager who was absent every time I asked for him. And of course no one could help except him. He finally offered a new old room that smelled but the ac work. We had to move and of course had no time to get ready for our 515",1,0.3997175141242938
65,950,This is a great hotel. Nicely placed off the I-5. Restaurant in the fron,1,0.19834710743801653
66,7018,"We only stayed at this hotel for 1 night, but it was definitely worth it. First of all, all hotels in NYC are ridiculously expensive, so be prepared to shell out at least 200-250 for this hotel, and it will be one of the cheapest finds. It is perfectly situated about 3 blocks from times squre, so you are close to the action, but can get a good night's sleep. The front desk was very nice and helpful. They gave us a map, and showed us where we were located, and explained how the subway system worked. We arrived earlier than the checkin time, and our room was ready which was GREAT. For check out, our train was departing at 11:00 p.m., and they were nice enough to store our luggage while we toured the city. We had to print out our Broadway tickets from Ticketmaster, and it only took 3 minutes in the business center, where the internet and print outs were free.I would definitely stay again in this hotel.Dear Mariana L,Thank you so much for the great review and we hope you had a terrific time here in NYC! Its great to see you enjoyed our l",1,0.7995426829268293
67,6236,"Stayed in a nice cityview room on the 17th floor. The room itself was average (kind of what I'd expect at a Hyatt/Hilton, etc, but with a nicer bed). But what really sets this place apart is the 5 star service. The staff is so...More",1,1.0
68,7372,I had an amazing stay at the Galleria Park ,1,0.2
69,1771,"We stayed here two nights at the beginning and at the end of stay in Hawaii. We stayed in late July and early August (during US school holidays). As it was late summer the hotel was fully booked for early check ins (which is not...MoreAloha RozJones, Mahalo for recently staying with us and for your ",1,0.6
70,8787,"Bloody blankets, Mold under the carpets, and a bathroom full of leaks along the ceiling are the amenities that this hotel offered. I had to request another room because the first was occupied. The 2nd room had a strong odor with blood throughout all of the blankets, and the Chelsea and the Annex of the Chelsea are two separate hotels. One is a motel which is the Annex of the Chelsea and the other is just the Chelsea. The parking fee is charged as if it were a resort and the self parking is located 2 blocks from this motel. Your vehicle will be out in the open without ",1,0.7994428969359332
71,831,"We stayed at this hotel for 3 days prior to taking a cruise.This hotel is in a great location-within walking distance of the French Quarter and the Riverwalk.Our room was large and very clean. The furniture was up-to date. The beds were comfortable. The free breakfast buffet in the morning was wonderful...everything you need to start the day off right and the free supper buffet in the evening was equally delicious, including 3 alcoholic beverages per person. The rooftop pool and hot tub area with lounging chairs etc. was also very clean. The staff were also very friendly and polite. From check-in to checkout all the employees were great. Any request was responded to immediately. A special thank you to Renaldo for all his help in trying to locate a missing bag for us.This hotel is a gem...we would stay here again if we are ever back in New Orleans and would recommend this hotel to all...you won't be disappointed.",1,1.0
72,2168,"Traveling with a two teens for beach time and concert at the Observatory. A straight shot to the beach from the motel, restaurants not walking distance, but short trip by car. Central to all that the area offers",1,0.5994318181818182
73,2599,This is my first stay in Chicago. the location was within walking distance to most things I wanted to visit. The front desk staff is great and willing to answer any questions. We were on the 19th floor and our room was very quiet. The rooms are on the small side but I expect that in most large cities. I loved bein,1,0.6
74,6248,"The best part about staying in the hotel is that you are made to feel welcomed by the staff. From the reservation experience to checking in, to asking random questions, the staff made me feel immediately like I was part of the family . The ",1,0.5985037406483791
75,8201,"Disappointed with the condition of the hotel. One of the rooms we booked had cardboard and tape covering the window. The refrigerator was not working and spoiled the food we put in it. No manager on duty and the manager is slow to respond. Several days later they responded they were sorry by email, however its been 2 weeks now and no further response on making right the situation.Dear Jeff R,Thank you for your recent review. The primary AC unit had failed. So we placed a temporary unit in the room. This was the reason for why the tape and c",1,0.6
76,705,"Traveled to Seattle, WA for a business trip where I needed to be in close proximity to downtown Seattle. For the overall price/value ratio there is no better hotel brand in Seattle or nationwid",2,0.5993788819875776
77,9778,I absolutely love this hotel for all the reasons why you should love ,1,0.2
78,5749,"From the moment we arrived at this property we began to fall in love with it. Check-in included a complimentary glass of bubbly --always a nice start to a new relationship. We booked a first floor room that was to our liking, all the conveniences we enjoy. Abundant foliage makes it seem like a secluded nature preserve. The restaurants offer good cuisine as well as plenty of atmosphere. Our favorite place for dinner was the patio of the Mustangs and Burros restaurant. As dusk arrives, the fireplace is lit and the warmth and light adds to an already great experience. The weekend we were there, the hotel hosted five weddings.Thank you for taking the time to share your 5 star feedback with us on Trip Advisor. We agree, a glass of bubbly is always the best way to start a relationship and we are elated to hear you enjoyed it. It is an absolute pleasure to read your commentary regarding you dining experience at Mustangs Burros as well as the beautiful atmosphere the resort has to offer. We certainly hope we are able to welcome you back in the near future, and want to thank you again for such a wonderful review.",2,1.0
79,7404,"We stayed here for 3 nights and were made to feel very welcome. Staff were all very helpful and the complimentary wine hour was appreciated.The rooms are small by American standards but recently renovated and well equipped with a super shower. Lovely and clean, highly recommended.Dear Mr. DouglasBell,Thank you for taking the time to share your positive experience with tripadvisor readers.I am very pleased to hear that you liked our newly-renovated hotel. We are almost done with the renovation, except for the restaurant that will be opening this Fall as a French-bistro, called Gaspar Brasserie. We are lucky indeed to be located in one of the best areas in San Francisco downtown, being just steps away from key places to visit in San Francisco, such as ",1,0.7991587802313355
80,5112,"From the check-in to check-out we had a great visit.. The room was clean, cost appropriate, and well organized. The pillows were to die for. I am thinking of buying one. Easy to find. We will stop again.",1,1.0
81,8618,"This hotel is an older building but it is well maintained. It is pretty clean, but not spotless like new. The beds and pillows are comfortable. The bathroom had a door between the sink and toilet/tub/shower, which is nice. We stayed in a suite with two bedrooms, a living/kitchen area, and the bathroom. The kitchen was well equipped and included a coffee maker, tiny microwave, stove/oven, dishwasher, frig. There were three tvs! The location is less than 2 miles from Disneyland. They do serve an adequate breakfast that tasted fine. The pool is heated. There are coin laundry machin",1,0.6
82,1611,mirror was damaged no hangers to hang your clothes there were missing tile missing in shower furniture falling apart cockroaches in the room water damage on,1,0.6
83,5276,"We just came back from Orlando for our cruise. We stayed one night at the Sheraton Suites Orlando Hotel.5 Minutes drive to and from (MCO) Orlando Int Airport. Restaurant and Bar available and Starbucks counter, coffee for purchase, Heated Pool. The pool is part inside and o",0,0.5995623632385121
84,25,"Our room was beautiful, the location was wonderful just a couple of blocks from shopping, Bourbon Street and an easy walk to Jackson Square. There are great restaurants in walking distance as well as the restaurant in the hotel. Dinner in the vault was fabulous.The service was outstanding.Even one of the mainten",1,0.3997445721583653
85,3514,"We loved the elaborate library and the bar. I found this atmosphere great. It is simply an amazing finish out of old brewery and industrial spaces. As for the rooms, they are very comfortable, bright and spacious. Unique place to be sure!",1,1.0
86,300,"Staff was friendly and professional. Rooms were nice and clean. Pool and jacuzzi was great. Breakfast was delicious. We enjoyed use of the breackfast room for my husband's 60th birthday .Our kids and grandkids where all very comfortable in the suites. Thanks again! Dear Deanne,Thank you for taking the time to complete our online survey ",1,0.4
87,1166,This hotel is almost brand new and in a very trendy area of Miami. Ve,1,0.2
88,4003,"Me and my husband stayed during Mardi Gras. Room was okay, some of details need to be cleaned though. Breakfast is expensive, I would recommend to go somewhere local place to have brrakfast since this hotel is located near French Quarter. Nice to have mini fridge in a room so we could store bottle of water and so on. Parking fee is almost 40 per a day, which is very expensive. We appreciate you taking the time to provide us with some great feedback. You're right, there are MANY, MANY great places around to grab breakfast and our front desk and concierge would be happy to assist you in finding somewhere that fits your",1,0.7989756722151088
89,8468,Firstly the heater worked great and they had it turned on for me before I got there since I had ,1,0.3983402489626556
90,2069,"Short Staffed - Was the only one in the lobby, waited 15 minutes for the only staff member who was on the phone trying to find a reservation in the system to cancel it for someone who just made it. The caller should have been referred to the online or national call in reservation system. The hotel was sold out - perhaps Management should have thought to have more than one person on staff until midnight perhaps Dirty Bed Linens - Once in my room, was disgusted to find that one of the beds obviously had not been changed with new sheets. - Luckily it was a double queen room and the other appeared clean. The green bed covers were filthy and torn. Will not be staying at a Best Western again. Told the agent at the front desk who apologized and removed a nominal amount off the check. Travelling on business - so that really doesn't make much of a difference to me.Noisy Air Conditioning - When the under-the-window",1,0.6
91,43,The Whitney is about five blocks or so from Canal and on to the bars and restaurants of the French Quarter. At night it is a quiet walk past hotels and office buildings once you cross canal returning home. The staff is very friendly in that way New Orleans is. There i,1,0.39940387481371087
92,5201,"Stayed here for one night Nov 2017 after visiting Joshua Tree National Park. The motel is about a 10 minute drive to the Joshua Tree visitor centre, whilst a 10 minute drive in the opposite direction will take you to Yucca Valley where there are...More",1,1.0
93,9712,"When we are traveling to Disney with friends and family, we alway stay at the Anaheim Del Sol. It is an older hotel that is ",1,0.19935691318327975
94,7495,Clean and comfortable room at an great price. We were ver,1,0.2
95,3528,You must try the hotel Emma. The entire property must be seen. Top restruants and the rooms are incredible You will feel pampered from t,1,0.5964912280701754
96,1692,"We stayed here for three nights while visiting Disneyland. We had two rooms, one standard (for the in-laws) and one suite. We booked the suite in order to have a separate sleeping room for the kids. The extra room, however, was very small (just enough room to unfold the bed) and couldn't be used for much more than sleeping (it had no TV). Strangely, the extra room also lacked any heat (it only had a cooling unit). We were in Anaheim during a cold spell in January so this was problematic but didn't ruin our stay.The standard room seemed a bit more updated than the suite but, aside from some peeling paint, both rooms were clean and comforta",1,0.4
97,3232,"Riverbend is the perfect motel, clean, and great ",1,0.19678714859437751
98,3469,"Everything about this hotel is wonderful. The staff, the accommodations and the amenities. They are all about service and all about the details and it shows The restaurant Supper was also amazing. We had breakfast and dinner there and both were outstanding.",1,1.0
99,1166,This hotel is almost brand new and in a very trendy area of Miami. Very nicely appointed hotel with a very nice bar and pool on/in it. Some staff particularly the front desk and door staff was great. Disappo,1,0.6
100,6393,We were extremely pleased with our recent stay at this hotel. The location was extremely convenient to t,1,0.1984732824427481
